iter	MultiClass
589	0.5890464444
590	0.5887644664
591	0.5883079949
592	0.5878580098
593	0.5873363407
594	0.587157736
595	0.5869603828
596	0.5864481368
597	0.5861735215
598	0.5859401435
599	0.585466983
600	0.5850362184
601	0.5846792564
602	0.584342084
603	0.5839170503
604	0.5835802829
605	0.582926146
606	0.582491812
607	0.5820789863
608	0.5817618386
609	0.5813983606
610	0.580958515
611	0.5807218278
612	0.5803682427
613	0.5799189836
614	0.579569836
615	0.5789361382
616	0.5785352395
617	0.5780378099
618	0.5775876466
619	0.5771461915
620	0.5767032141
621	0.5763808375
622	0.5762228635
623	0.5758401223
624	0.5752894323
625	0.5750122578
626	0.5746502678
627	0.574181907
628	0.573928948
629	0.5736803686
630	0.5733551686
631	0.5727943396
632	0.5725823332
633	0.5722653304
634	0.5719616818
635	0.5716532873
636	0.5711950937
637	0.5709153084
638	0.5705356445
639	0.5701813552
640	0.5698922673
641	0.5693668957
642	0.5689488259
643	0.5687129485
644	0.568423597
645	0.568079085
646	0.5678366147
647	0.5676037998
648	0.5672681383
649	0.5670511405
650	0.566868461
651	0.5664036363
652	0.5660792414
653	0.5655868225
654	0.5651849362
655	0.5647648185
656	0.5644168264
657	0.5638833634
658	0.5634742973
659	0.5631924363
660	0.5627573009
661	0.5624721315
662	0.5621962066
663	0.5619692912
664	0.5616485031
665	0.5612333255
666	0.5608310282
667	0.5602063685
668	0.559752892
669	0.5594025243
670	0.5589510752
671	0.5585700152
672	0.5579650999
673	0.5575554765
674	0.5571070393
675	0.5569282854
676	0.5567795038
677	0.5562797345
678	0.5560012083
679	0.5555504286
680	0.5552051345
681	0.5549350894
682	0.5544685919
683	0.5540958394
684	0.553871414
685	0.5535553736
686	0.5533012485
687	0.5529488902
688	0.5525516569
689	0.5522328801
690	0.5517441201
691	0.5514756997
692	0.550891327
693	0.5505410827
694	0.5502218377
695	0.5496831991
696	0.5493329281
697	0.5491806401
698	0.5487685296
699	0.5484133044
700	0.5480714951
701	0.5478226501
702	0.5476123191
703	0.5471890429
704	0.5465562522
705	0.5460654607
706	0.5457220934
707	0.5454909232
708	0.5452493927
709	0.544897549
710	0.5445400702
711	0.5441696456
712	0.5439422299
713	0.5436523873
714	0.5431957727
715	0.5428414552
716	0.5425815954
717	0.542456836
718	0.5420034253
719	0.5415951598
720	0.5411252956
721	0.5408206183
722	0.540451448
723	0.5399925019
724	0.5397235664
725	0.5394886996
726	0.5390636165
727	0.5386644726
728	0.5384639813
729	0.5380563399
730	0.5377036063
731	0.5373315925
732	0.5371178593
733	0.536585066
734	0.5362594377
735	0.5358039663
736	0.5354857316
737	0.5352121698
738	0.5346806637
739	0.5342990055
740	0.5340355367
741	0.5338036238
742	0.5332266042
743	0.5330171107
744	0.5326618093
745	0.5324502628
746	0.5322337964
747	0.5319466548
748	0.5316684715
749	0.5314473556
750	0.5310802357
751	0.530640388
752	0.5302302986
753	0.5299186027
754	0.5297043502
755	0.5292691579
756	0.5290865805
757	0.528646968
758	0.5283397975
759	0.5280947104
760	0.5277968043
761	0.5276488111
762	0.5272279458
763	0.5270643636
764	0.5265804416
765	0.5262426744
766	0.5259078166
767	0.5256713647
768	0.52535298
769	0.5250954476
770	0.5248196304
771	0.5243955724
772	0.5240791668
773	0.5240037033
774	0.5238221718
775	0.5235096838
776	0.5231560533
777	0.5229082576
778	0.5227884866
779	0.5226027592
780	0.5223724463
781	0.5222245002
782	0.5218526563
783	0.5213467512
784	0.5211940246
785	0.5208470683
786	0.5205673061
787	0.5201259785
788	0.5198182093
789	0.519342149
790	0.5190477453
791	0.5188527099
792	0.5184340852
793	0.5180710605
794	0.5176821417
795	0.5174073208
796	0.5171750312
797	0.5168213467
798	0.5164048158
799	0.5160588342
800	0.5158304212
801	0.5156018462
802	0.5153571109
803	0.5150413397
804	0.5147042564
805	0.5145387334
806	0.5142111974
807	0.5137309029
808	0.51339446
809	0.5130929581
810	0.5127649292
811	0.5123165233
812	0.51194375
813	0.5116562462
814	0.5111557142
815	0.5109161664
816	0.5106193226
817	0.5103675141
818	0.5101179764
819	0.5098213188
820	0.5095162275
821	0.5093261484
822	0.5090938343
823	0.5087820076
824	0.5085035014
825	0.508168237
826	0.5079199278
827	0.5076582647
828	0.5072015138
829	0.5068689734
830	0.5064927998
831	0.5060738104
832	0.5056532477
833	0.5053674667
834	0.5051904687
835	0.5050034595
836	0.5046538515
837	0.5044169282
838	0.5040993775
839	0.503805422
840	0.5034747801
841	0.5031932135
842	0.5028490873
843	0.5025914701
844	0.5019866267
845	0.5016362571
846	0.5010852926
847	0.5009258832
848	0.5006045601
849	0.5002827009
850	0.5000660498
851	0.4999702656
852	0.4997420179
853	0.4994892612
854	0.4992162764
855	0.499007092
856	0.4986752797
857	0.49845695
858	0.4981262813
859	0.4977030975
860	0.4974581123
861	0.4971424857
862	0.4966617098
863	0.4961944621
864	0.4958644505
865	0.4956077269
866	0.4954010861
867	0.4951481101
868	0.4948161466
869	0.4944195939
870	0.4941230111
871	0.4939558783
872	0.4937029803
873	0.4935305118
874	0.4932626675
875	0.4929076384
876	0.4925758422
877	0.4922014633
878	0.491841284
879	0.4917255845
880	0.4912790504
881	0.4911164941
882	0.4907970232
883	0.4903854364
884	0.4900095954
885	0.4897565407
886	0.4895716229
887	0.4893451455
888	0.4892246509
889	0.4889238361
890	0.4885746258
891	0.4883291331
892	0.4880748623
893	0.4875939637
894	0.4873983903
895	0.4869696232
896	0.4867832708
897	0.4864919745
898	0.4863371977
899	0.4861667184
900	0.4857405852
901	0.4855078917
902	0.4850610297
903	0.4846964286
904	0.484476547
905	0.484236032
906	0.4838722503
907	0.4834386955
908	0.4831293
909	0.4826944945
910	0.4824314195
911	0.4821253146
912	0.481958043
913	0.481682851
914	0.4813549873
915	0.4811653639
916	0.4809654422
917	0.4806691244
918	0.4802454026
919	0.4798526658
920	0.4795599887
921	0.4791878262
922	0.4786903361
923	0.4784706335
924	0.4782391587
925	0.4780145719
926	0.4776301866
927	0.4773752517
928	0.4770629988
929	0.4768846667
930	0.4767258282
931	0.4763710114
932	0.4760308633
933	0.4757771009
934	0.4754778265
935	0.4751720478
936	0.4750389925
937	0.4748646284
938	0.4745627325
939	0.4742198221
940	0.4741353696
941	0.4739198047
942	0.4736781495
943	0.4734477727
944	0.4730476907
945	0.4726634642
946	0.4723578951
947	0.4720264412
948	0.4717537646
949	0.4716242595
950	0.4713854692
951	0.4710678794
952	0.4707485097
953	0.470437734
954	0.4702192172
955	0.4700198248
956	0.4695262347
957	0.4694403814
958	0.4690867884
959	0.4686612856
960	0.4682938375
961	0.4681481063
962	0.4677855387
963	0.4674119897
964	0.4669589602
965	0.4664265438
966	0.4662679252
967	0.4659732856
968	0.4655807443
969	0.4652344024
970	0.4649274063
971	0.4646155992
972	0.4642193161
973	0.4639164946
974	0.4636592308
975	0.4633266342
976	0.4632389045
977	0.4630085408
978	0.4625816806
979	0.4624367566
980	0.4621443619
981	0.4618168014
982	0.4616491986
983	0.4612775201
984	0.4611050638
985	0.4609192797
986	0.4605733819
987	0.4602418687
988	0.4599586675
989	0.4597503554
990	0.4595548498
991	0.4592983512
992	0.4589691422
993	0.4585286445
994	0.4580487385
995	0.4576422585
996	0.4573652199
997	0.4571828456
998	0.4569802321
999	0.4567339413
67936
0553

999	0.466122521
